 2)   0.025 us    |                                          udp_get_timeouts [nf_conntrack]();
 2)   1.714 us    |                                        }
 2)   2.044 us    |                                      }
 2)   5.165 us    |                                    }
 2)               |                                    ip_local_deliver() {
 2)               |                                      nf_hook_slow() {
 2)               |                                        nf_iterate() {
 2)               |                                          iptable_mangle_hook [iptable_mangle]() {
 2)               |                                            ipt_do_table [ip_tables]() {
 2)   0.027 us    |                                              __local_bh_enable_ip();
 2)   0.369 us    |                                            }
 2)   0.599 us    |                                          }
 2)               |                                          iptable_filter_hook [iptable_filter]() {
 2)               |                                            ipt_do_table [ip_tables]() {
 2)   0.027 us    |                                              __local_bh_enable_ip();
 2)   1.000 us    |                                            }
 2)   1.239 us    |                                          }
 2)               |                                          iptable_nat_ipv4_fn [iptable_nat]() {
 2)               |                                            nf_nat_ipv4_fn [nf_nat_ipv4]() {
 2)   0.026 us    |                                              nf_ct_nat_ext_add [nf_nat]();
 2)   0.028 us    |                                              nf_nat_packet [nf_nat]();
 2)   0.476 us    |                                            }
 2)   0.698 us    |                                          }
 2)   0.036 us    |                                          ipv4_helper [nf_conntrack_ipv4]();
 2)               |                                          ipv4_confirm [nf_conntrack_ipv4]() {
 2)   0.039 us    |                                            nf_ct_deliver_cached_events [nf_conntrack]();
 2)   0.467 us    |                                          }
 2)   5.029 us    |                                        }
 2)   5.255 us    |                                      }
 2)               |                                      ip_local_deliver_finish() {
 2)   0.206 us    |                                        raw_local_deliver();
 2)               |                                        udp_rcv() {
 2)               |                                          __udp4_lib_rcv() {
 2)               |                                            __udp4_lib_mcast_deliver() {
 2)   0.092 us    |                                              _raw_spin_lock();
 2)   0.026 us    |                                              ip_mc_sf_allow();
 2)   0.025 us    |                                              ip_mc_sf_allow();
 2)               |                                              flush_stack() {
 2)               |                                                skb_clone() {
 2)               |                                                  kmem_cache_alloc() {
 2)               |                                                    __slab_alloc() {
 2)   0.295 us    |                                                      ___slab_alloc();
 2)   0.526 us    |                                                    }
 2)   0.885 us    |                                                  }
 2)               |                                                  __skb_clone() {
 2)   0.049 us    |                                                    __copy_skb_header();
 2)   0.377 us    |                                                  }
 2)   2.246 us    |                                                }
 2)               |                                                udp_queue_rcv_skb() {
 2)               |                                                  ipv4_pktinfo_prepare() {
 2)   0.054 us    |                                                    dst_release();
 2)   0.370 us    |                                                  }
 2)   0.024 us    |                                                  _raw_spin_lock();
 2)               |                                                  __udp_queue_rcv_skb() {
 2)               |                                                    sock_queue_rcv_skb() {
 2)               |                                                      sk_filter() {
 2)   0.053 us    |                                                        security_sock_rcv_skb();
 2)   0.359 us    |                                                      }
 2)   0.027 us    |                                                      _raw_spin_lock_irqsave();
 2)   0.035 us    |                                                      _raw_spin_unlock_irqrestore();
 2)               |                                                      sock_def_readable() {
 2)               |                                                        __wake_up_sync_key() {
 2)   0.026 us    |                                                          _raw_spin_lock_irqsave();
 2)               |                                                          __wake_up_common() {
 2)               |                                                            ep_poll_callback() {
 2)   0.213 us    |                                                              _raw_spin_lock_irqsave();
 2)               |                                                              __wake_up_locked() {
 2)               |                                                                __wake_up_common() {
 2)               |                                                                  default_wake_function() {
 2)               |                                                                    try_to_wake_up() {
 2)   0.247 us    |                                                                      _raw_spin_lock_irqsave();
 2)   0.176 us    |                                                                      task_waking_fair();
 2)               |                                                                      select_task_rq_fair() {
 2)   0.047 us    |                                                                        source_load();
 2)   0.032 us    |                                                                        target_load();
 2)               |                                                                        select_idle_sibling() {
 2)   0.033 us    |                                                                          idle_cpu();
 2)   0.250 us    |                                                                        }
 2)   1.132 us    |                                                                      }
 2)               |                                                                      set_task_cpu() {
 2)               |                                                                        migrate_task_rq_fair() {
 2)   0.080 us    |                                                                          remove_entity_load_avg();
 2)   0.313 us    |                                                                        }
 2)   0.569 us    |                                                                      }
 2)   0.026 us    |                                                                      _raw_spin_lock();
 2)               |                                                                      ttwu_do_activate.constprop.91() {
 2)               |                                                                        activate_task() {
 2)   0.037 us    |                                                                          update_rq_clock.part.81();
 2)               |                                                                          enqueue_task_fair() {
 2)               |                                                                            enqueue_entity() {
 2)   0.028 us    |                                                                              update_curr();
 2)   0.027 us    |                                                                              __compute_runnable_contrib();
 2)   0.038 us    |                                                                              attach_entity_load_avg();
 2)   0.090 us    |                                                                              account_entity_enqueue();
 2)   0.047 us    |                                                                              update_cfs_shares();
 2)   0.027 us    |                                                                              place_entity();
 2)   0.047 us    |                                                                              __enqueue_entity();
 2)   1.866 us    |                                                                            }
 2)               |                                                                            enqueue_entity() {
 2)   0.061 us    |                                                                              update_curr();
 2)   0.042 us    |                                                                              __compute_runnable_contrib();
 2)   0.035 us    |                                                                              __compute_runnable_contrib();
 2)   0.027 us    |                                                                              account_entity_enqueue();
 2)   0.220 us    |                                                                              update_cfs_shares();
 2)   0.027 us    |                                                                              place_entity();
 2)   0.028 us    |                                                                              __enqueue_entity();
 2)   1.900 us    |                                                                            }
 2)               |                                                                            enqueue_entity() {
 2)   0.027 us    |                                                                              update_curr();
 2)   0.037 us    |                                                                              __compute_runnable_contrib();
 2)   0.033 us    |                                                                              __compute_runnable_contrib();
 2)   0.028 us    |                                                                              account_entity_enqueue();
 2)   0.096 us    |                                                                              update_cfs_shares();
 2)   0.097 us    |                                                                              place_entity();
 2)   0.025 us    |                                                                              __enqueue_entity();
 2)   2.081 us    |                                                                            }
 2)               |                                                                            enqueue_entity() {
 2)   0.025 us    |                                                                              update_curr();
 2)   0.026 us    |                                                                              __compute_runnable_contrib();
 2)   0.026 us    |                                                                              __compute_runnable_contrib();
 2)   0.035 us    |                                                                              account_entity_enqueue();
 2)   0.041 us    |                                                                              update_cfs_shares();
 2)   0.031 us    |                                                                              place_entity();
 2)   0.028 us    |                                                                              __enqueue_entity();
 2)   1.824 us    |                                                                            }
 2)   0.024 us    |                                                                            hrtick_update();
 2)   8.743 us    |                                                                          }
 2)   9.255 us    |                                                                        }
 2)               |                                                                        ttwu_do_wakeup() {
 2)               |                                                                          check_preempt_curr() {
 2)   0.050 us    |                                                                            resched_curr();
 2)   0.282 us    |                                                                          }
 2)   0.516 us    |                                                                        }
 2) + 10.187 us   |                                                                      }
 2)   0.105 us    |                                                                      ttwu_stat();
 2)   0.035 us    |                                                                      _raw_spin_unlock_irqrestore();
 2) + 14.384 us   |                                                                    }
 2) + 14.645 us   |                                                                  }
 2) + 15.102 us   |                                                                }
 2) + 15.326 us   |                                                              }
 2)   8.885 us    |                                                              _raw_spin_unlock_irqrestore();
 2) + 25.318 us   |                                                            }
 2) + 25.759 us   |                                                          }
 2)   0.030 us    |                                                          _raw_spin_unlock_irqrestore();
 2) + 26.433 us   |                                                        }
 2) + 26.759 us   |                                                      }
 2) + 28.073 us   |                                                    }
 2) + 28.383 us   |                                                  }
 2) + 30.001 us   |                                                }
 2)               |                                                udp_queue_rcv_skb() {
 2)               |                                                  ipv4_pktinfo_prepare() {
 2)               |                                                    fib_compute_spec_dst() {
 2)   0.312 us    |                                                      fib_table_lookup();
 2)   0.633 us    |                                                    }
 2)               |                                                    dst_release() {
 2)               |                                                      call_rcu_sched() {
 2)   0.095 us    |                                                        __call_rcu.constprop.76();
 2)   0.321 us    |                                                      }
 2)   0.589 us    |                                                    }
 2)   1.770 us    |                                                  }
 2)   0.024 us    |                                                  _raw_spin_lock();
 2)               |                                                  __udp_queue_rcv_skb() {
 2)               |                                                    sock_queue_rcv_skb() {
 2)               |                                                      sk_filter() {
 2)   0.024 us    |                                                        security_sock_rcv_skb();
 2)   0.244 us    |                                                      }
 2)   0.025 us    |                                                      _raw_spin_lock_irqsave();
 2)   0.032 us    |                                                      _raw_spin_unlock_irqrestore();
 2)               |                                                      sock_def_readable() {
 2)               |                                                        __wake_up_sync_key() {
 2)   0.024 us    |                                                          _raw_spin_lock_irqsave();
 2)               |                                                          __wake_up_common() {
 2)               |                                                            pollwake() {
 2)               |                                                              default_wake_function() {
 2)               |                                                                try_to_wake_up() {
 2)   0.195 us    |                                                                  _raw_spin_lock_irqsave();
 2)   0.176 us    |                                                                  task_waking_fair();
 2)               |                                                                  select_task_rq_fair() {
 2)               |                                                                    select_idle_sibling() {
 2)   0.030 us    |                                                                      idle_cpu();
 2)   0.266 us    |                                                                    }
 2)   0.499 us    |                                                                  }
 2)   0.025 us    |                                                                  _raw_spin_lock();
 2)               |                                                                  ttwu_do_activate.constprop.91() {
 2)               |                                                                    activate_task() {
 2)   0.037 us    |                                                                      update_rq_clock.part.81();
 2)               |                                                                      enqueue_task_fair() {
 2)               |                                                                        enqueue_entity() {
 2)   0.027 us    |                                                                          update_curr();
 2)   0.025 us    |                                                                          __compute_runnable_contrib();
 2)   0.037 us    |                                                                          __compute_runnable_contrib();
 2)   0.098 us    |                                                                          account_entity_enqueue();
 2)   0.238 us    |                                                                          update_cfs_shares();
 2)   0.025 us    |                                                                          place_entity();
 2)   0.028 us    |                                                                          __enqueue_entity();
 2)   2.893 us    |                                                                        }
 2)               |                                                                        enqueue_entity() {
 2)   0.027 us    |                                                                          update_curr();
 2)   0.028 us    |                                                                          __compute_runnable_contrib();
 2)   0.037 us    |                                                                          account_entity_enqueue();
 2)   0.050 us    |                                                                          update_cfs_shares();
 2)   0.029 us    |                                                                          place_entity();
 2)   0.026 us    |                                                                          __enqueue_entity();
 2)   1.435 us    |                                                                        }
 2)   0.024 us    |                                                                        hrtick_update();
 2)   4.967 us    |                                                                      }
 2)   5.468 us    |                                                                    }
 2)               |                                                                    ttwu_do_wakeup() {
 2)               |                                                                      check_preempt_curr() {
 2)   0.059 us    |                                                                        resched_curr();
 2)   0.279 us    |                                                                      }
 2)   0.511 us    |                                                                    }
 2)   6.582 us    |                                                                  }
 2)   0.087 us    |                                                                  ttwu_stat();
 2)   0.034 us    |                                                                  _raw_spin_unlock_irqrestore();
 2)   9.090 us    |                                                                }
 2)   9.297 us    |                                                              }
 2)   9.594 us    |                                                            }
 2)   9.911 us    |                                                          }
 2)   0.035 us    |                                                          _raw_spin_unlock_irqrestore();
 2) + 10.564 us   |                                                        }
 2) + 10.956 us   |                                                      }
 2) + 12.119 us   |                                                    }
 2) + 12.331 us   |                                                  }
 2) + 14.839 us   |                                                }
 2) + 47.758 us   |                                              }
 2) + 49.012 us   |                                            }
 2) + 49.402 us   |                                          }
 2) + 49.699 us   |                                        }
 2) + 50.602 us   |                                      }
 2) + 56.302 us   |                                    }
 2) + 64.313 us   |                                  }
 2) + 75.283 us   |                                } /* ip_rcv */
 2) + 85.696 us   |                              } /* __netif_receive_skb_core */
 2) + 85.908 us   |                            } /* __netif_receive_skb */
 2) + 86.144 us   |                          } /* netif_receive_skb_internal */
 2) + 86.381 us   |                        } /* netif_receive_skb */
 2) ! 120.232 us  |                      } /* br_handle_frame_finish [bridge] */
 2) ! 122.904 us  |                    } /* br_handle_frame [bridge] */
 2) ! 124.848 us  |                  } /* __netif_receive_skb_core */
 2) ! 125.083 us  |                } /* __netif_receive_skb */
 2) ! 125.559 us  |              } /* netif_receive_skb_internal */
 2) ! 127.232 us  |            } /* napi_gro_receive */
 2) ! 127.797 us  |          } /* e1000_receive_skb [e1000e] */
 2)               |          e1000_alloc_rx_buffers [e1000e]() {
 2)   0.099 us    |            skb_trim();
 2)   0.492 us    |          }
 2) ! 141.250 us  |        } /* e1000_clean_rx_irq [e1000e] */
 2)   0.053 us    |        napi_complete_done();
 2)   5.977 us    |        e1000_irq_enable [e1000e]();
 2) ! 148.530 us  |      } /* e1000e_poll [e1000e] */
 2) ! 148.952 us  |    } /* net_rx_action */
 2)   0.046 us    |    rcu_bh_qs();
 2)   0.027 us    |    __local_bh_enable();
 2) ! 150.192 us  |  } /* __do_softirq */
 2)               |  __do_softirq() {
 2)               |    run_timer_softirq() {
 2)   0.041 us    |      _raw_spin_lock_irq();
 2)               |      call_timer_fn() {
 2)               |        intel_pstate_timer_func() {
 2)   0.046 us    |          ktime_get();
 2)               |          intel_pstate_set_pstate() {
 2)               |            core_set_pstate() {
 2)               |              wrmsrl_on_cpu() {
 2)               |                smp_call_function_single() {
 2)               |                  generic_exec_single() {
 2)   0.033 us    |                    csd_unlock();
 2)   0.666 us    |                    __wrmsr_on_cpu();
 2)   1.315 us    |                  }
 2)   1.632 us    |                }
 2)   1.918 us    |              }
 2)   2.212 us    |            }
 2)   2.755 us    |          }
 2)   0.026 us    |          __msecs_to_jiffies();
 2)               |          mod_timer_pinned() {
 2)               |            lock_timer_base.isra.34() {
 2)   0.029 us    |              _raw_spin_lock_irqsave();
 2)   0.260 us    |            }
 2)   0.034 us    |            detach_if_pending();
 2)               |            internal_add_timer() {
 2)   0.047 us    |              __internal_add_timer();
 2)   0.287 us    |            }
 2)   0.032 us    |            _raw_spin_unlock_irqrestore();
 2)   1.428 us    |          }
 2)   5.317 us    |        }
 2)   5.613 us    |      }
 2)   0.027 us    |      _raw_spin_lock_irq();
 2)   6.597 us    |    }
 2)               |    run_rebalance_domains() {
 2)               |      rebalance_domains() {
 2)               |        update_blocked_averages() {
 2)   0.025 us    |          _raw_spin_lock_irqsave();
 2)               |          update_rq_clock() {
 2)   0.034 us    |            update_rq_clock.part.81();
 2)   0.271 us    |          }
 2)   0.038 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.031 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.035 us    |          __compute_runnable_contrib();
 2)   0.036 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.032 us    |          __compute_runnable_contrib();
 2)   0.034 us    |          __compute_runnable_contrib();
 2)   0.031 us    |          _raw_spin_unlock_irqrestore();
 2) + 14.114 us   |        }
 2)   0.027 us    |        __msecs_to_jiffies();
 2)               |        load_balance() {
 2)   0.037 us    |          idle_cpu();
 2)               |          find_busiest_group() {
 2)               |            update_group_capacity() {
 2)   0.024 us    |              __msecs_to_jiffies();
 2)   0.279 us    |            }
 2)   0.031 us    |            target_load();
 2)   0.026 us    |            idle_cpu();
 2)   0.046 us    |            source_load();
 2)   0.055 us    |            idle_cpu();
 2)   0.046 us    |            source_load();
 2)   0.030 us    |            idle_cpu();
 2)   0.028 us    |            source_load();
 2)   0.054 us    |            idle_cpu();
 2)   3.122 us    |          }
 2)   3.854 us    |        }
 2)   0.025 us    |        __msecs_to_jiffies();
 2) + 18.878 us   |      }
 2) + 19.184 us   |    }
 2)               |    rcu_process_callbacks() {
 2)   0.055 us    |      note_gp_changes();
 2)   0.034 us    |      cpu_needs_another_gp();
 2)   0.047 us    |      _raw_spin_lock();
 2)               |      rcu_start_gp() {
 2)               |        rcu_advance_cbs() {
 2)               |          rcu_accelerate_cbs() {
 2)   0.036 us    |            cpu_needs_another_gp();
 2)   0.389 us    |          }
 2)   0.626 us    |        }
 2)   0.023 us    |        cpu_needs_another_gp();
 2)   1.083 us    |      }
 2)   0.033 us    |      _raw_spin_unlock_irqrestore();
 2)               |      rcu_gp_kthread_wake() {
 2)               |        __wake_up() {
 2)   0.027 us    |          _raw_spin_lock_irqsave();
 2)               |          __wake_up_common() {
 2)               |            autoremove_wake_function() {
 2)               |              default_wake_function() {
 2)               |                try_to_wake_up() {
 2)   0.037 us    |                  _raw_spin_lock_irqsave();
 2)   0.034 us    |                  task_waking_fair();
 2)               |                  select_task_rq_fair() {
 2)               |                    select_idle_sibling() {
 2)   0.024 us    |                      idle_cpu();
 2)   0.250 us    |                    }
 2)   0.818 us    |                  }
 2)   0.029 us    |                  _raw_spin_lock();
 2)               |                  ttwu_do_activate.constprop.91() {
 2)               |                    activate_task() {
 2)   0.032 us    |                      update_rq_clock.part.81();
 2)               |                      enqueue_task_fair() {
 2)               |                        enqueue_entity() {
 2)   0.034 us    |                          update_curr();
 2)   0.027 us    |                          __compute_runnable_contrib();
 2)   0.049 us    |                          account_entity_enqueue();
 2)   0.061 us    |                          update_cfs_shares();
 2)   0.043 us    |                          place_entity();
 2)   0.057 us    |                          __enqueue_entity();
 2)   1.736 us    |                        }
 2)   0.026 us    |                        hrtick_update();
 2)   2.215 us    |                      }
 2)   2.798 us    |                    }
 2)               |                    ttwu_do_wakeup() {
 2)               |                      check_preempt_curr() {
 2)   0.041 us    |                        resched_curr();
 2)   0.331 us    |                      }
 2)   0.753 us    |                    }
 2)   4.003 us    |                  }
 2)   0.050 us    |                  ttwu_stat();
 2)   0.031 us    |                  _raw_spin_unlock_irqrestore();
 2)   6.506 us    |                }
 2)   6.775 us    |              }
 2)   7.471 us    |            }
 2)   7.746 us    |          }
 2)   0.032 us    |          _raw_spin_unlock_irqrestore();
 2)   8.421 us    |        }
 2)   8.667 us    |      }
 2)   0.047 us    |      note_gp_changes();
 2)   0.048 us    |      _raw_spin_lock_irqsave();
 2)   0.037 us    |      _raw_spin_unlock_irqrestore();
 2)   0.064 us    |      cpu_needs_another_gp();
 2) + 12.191 us   |    }
 2)   0.023 us    |    rcu_bh_qs();
 2)   0.028 us    |    __local_bh_enable();
 2) + 39.271 us   |  }
 2)               |  __do_softirq() {
 2)               |    run_timer_softirq() {
 2)   0.048 us    |      _raw_spin_lock_irq();
 2)               |      call_timer_fn() {
 2)               |        process_timeout() {
 2)               |          wake_up_process() {
 2)               |            try_to_wake_up() {
 2)   0.043 us    |              _raw_spin_lock_irqsave();
 2)   0.045 us    |              task_waking_fair();
 2)               |              select_task_rq_fair() {
 2)               |                select_idle_sibling() {
 2)   0.042 us    |                  idle_cpu();
 2)   0.287 us    |                }
 2)   0.615 us    |              }
 2)   0.032 us    |              _raw_spin_lock();
 2)               |              ttwu_do_activate.constprop.91() {
 2)               |                activate_task() {
 2)   0.034 us    |                  update_rq_clock.part.81();
 2)               |                  enqueue_task_fair() {
 2)               |                    enqueue_entity() {
 2)   0.038 us    |                      update_curr();
 2)   0.030 us    |                      __compute_runnable_contrib();
 2)   0.026 us    |                      __compute_runnable_contrib();
 2)   0.049 us    |                      account_entity_enqueue();
 2)   0.062 us    |                      update_cfs_shares();
 2)   0.041 us    |                      place_entity();
 2)   0.055 us    |                      __enqueue_entity();
 2)   1.949 us    |                    }
 2)   0.024 us    |                    hrtick_update();
 2)   2.763 us    |                  }
 2)   3.265 us    |                }
 2)               |                ttwu_do_wakeup() {
 2)               |                  check_preempt_curr() {
 2)   0.040 us    |                    resched_curr();
 2)   0.340 us    |                  }
 2)   0.751 us    |                }
 2)   4.494 us    |              }
 2)   0.050 us    |              ttwu_stat();
 2)   0.032 us    |              _raw_spin_unlock_irqrestore();
 2)   6.937 us    |            }
 2)   7.184 us    |          }
 2)   7.486 us    |        }
 2)   7.734 us    |      }
 2)   0.025 us    |      _raw_spin_lock_irq();
 2)   8.590 us    |    }
 2)               |    rcu_process_callbacks() {
 2)   0.050 us    |      note_gp_changes();
 2)   0.052 us    |      _raw_spin_lock_irqsave();
 2)   0.085 us    |      rcu_accelerate_cbs();
 2)               |      rcu_report_qs_rnp() {
 2)   0.035 us    |        _raw_spin_unlock_irqrestore();
 2)   0.263 us    |      }
 2)   0.027 us    |      cpu_needs_another_gp();
 2)   0.047 us    |      note_gp_changes();
 2)   0.049 us    |      _raw_spin_lock_irqsave();
 2)   0.036 us    |      _raw_spin_unlock_irqrestore();
 2)   0.056 us    |      cpu_needs_another_gp();
 2)   2.564 us    |    }
 2)   0.024 us    |    rcu_bh_qs();
 2)   0.025 us    |    __local_bh_enable();
 2) + 12.164 us   |  }
 2)               |  __do_softirq() {
 2)               |    run_timer_softirq() {
 2)   0.046 us    |      _raw_spin_lock_irq();
 2)               |      call_timer_fn() {
 2)               |        process_timeout() {
 2)               |          wake_up_process() {
 2)               |            try_to_wake_up() {
 2)   0.040 us    |              _raw_spin_lock_irqsave();
 2)   0.041 us    |              task_waking_fair();
 2)               |              select_task_rq_fair() {
 2)               |                select_idle_sibling() {
 2)   0.042 us    |                  idle_cpu();
 2)   0.282 us    |                }
 2)   0.604 us    |              }
 2)   0.032 us    |              _raw_spin_lock();
 2)               |              ttwu_do_activate.constprop.91() {
 2)               |                activate_task() {
 2)   0.035 us    |                  update_rq_clock.part.81();
 2)               |                  enqueue_task_fair() {
 2)               |                    enqueue_entity() {
 2)   0.034 us    |                      update_curr();
 2)   0.026 us    |                      __compute_runnable_contrib();
 2)   0.024 us    |                      __compute_runnable_contrib();
 2)   0.048 us    |                      account_entity_enqueue();
 2)   0.060 us    |                      update_cfs_shares();
 2)   0.040 us    |                      place_entity();
 2)   0.051 us    |                      __enqueue_entity();
 2)   1.972 us    |                    }
 2)   0.026 us    |                    hrtick_update();
 2)   2.455 us    |                  }
 2)   2.954 us    |                }
 2)               |                ttwu_do_wakeup() {
 2)               |                  check_preempt_curr() {
 2)   0.040 us    |                    resched_curr();
 2)   0.340 us    |                  }
 2)   0.747 us    |                }
 2)   4.149 us    |              }
 2)   0.050 us    |              ttwu_stat();
 2)   0.033 us    |              _raw_spin_unlock_irqrestore();
 2)   6.881 us    |            }
 2)   7.568 us    |          }
 2)   7.806 us    |        }
 2)   8.065 us    |      }
 2)   0.026 us    |      _raw_spin_lock_irq();
 2)   8.996 us    |    }
 2)               |    run_rebalance_domains() {
 2)               |      rebalance_domains() {
 2)               |        update_blocked_averages() {
 2)   0.024 us    |          _raw_spin_lock_irqsave();
 2)               |          update_rq_clock() {
 2)   0.033 us    |            update_rq_clock.part.81();
 2)   0.328 us    |          }
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.023 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.023 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.023 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.028 us    |          __compute_runnable_contrib();
 2)   0.025 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.023 us    |          __compute_runnable_contrib();
 2)   0.027 us    |          __compute_runnable_contrib();
 2)   0.024 us    |          __compute_runnable_contrib();
 2)   0.026 us    |          __compute_runnable_contrib();
 2)   0.032 us    |          _raw_spin_unlock_irqrestore();
 2) + 11.453 us   |        }
 2)   0.023 us    |        __msecs_to_jiffies();
 2)               |        load_balance() {
 2)   0.037 us    |          idle_cpu();
 2)   0.045 us    |          group_balance_cpu();
 2)               |          find_busiest_group() {
 2)               |            update_group_capacity() {
 2)   0.023 us    |              __msecs_to_jiffies();
 2)   0.304 us    |            }
 2)   0.031 us    |            target_load();
 2)   0.023 us    |            idle_cpu();
 2)   0.044 us    |            source_load();
 2)   0.043 us    |            idle_cpu();
 2)   0.045 us    |            source_load();
 2)   0.030 us    |            idle_cpu();
 2)   0.028 us    |            source_load();
 2)   0.057 us    |            idle_cpu();
 2)   3.206 us    |          }
 2)   4.220 us    |        }
 2)   0.026 us    |        __msecs_to_jiffies();
 2) + 17.114 us   |      }
 2) + 17.361 us   |    }
 2)               |    rcu_process_callbacks() {
 2)   0.080 us    |      note_gp_changes();
 2)   0.025 us    |      cpu_needs_another_gp();
